Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,Česká str.sociálně demokrat.,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
560286, Sokolov, Obec: Sokolov,810,458,457,38,8,35,16,34,5,1,6,2,0,37,0,16,190,0,7,12,1,3,43,1
560286, Sokolov, Obec: Sokolov,683,402,402,35,7,38,15,32,5,2,8,0,0,26,0,16,148,1,10,4,0,2,45,6
560286, Sokolov, Obec: Sokolov,704,409,409,32,6,33,12,38,2,1,6,1,4,47,0,16,143,1,11,1,1,1,49,0
560286, Sokolov, Obec: Sokolov,900,538,538,56,10,43,27,29,5,1,6,1,0,58,2,27,184,0,12,2,1,1,72,1
560286, Sokolov, Obec: Sokolov,825,355,355,44,14,29,10,35,2,3,7,0,0,31,0,13,109,1,4,1,0,0,49,2
560286, Sokolov, Obec: Sokolov,951,306,306,10,5,23,11,23,7,2,4,0,1,21,4,10,125,1,5,5,0,1,46,2
560286, Sokolov, Obec: Sokolov,978,465,465,32,5,41,20,30,4,2,2,0,1,45,0,14,175,4,7,1,2,1,69,6
560286, Sokolov, Obec: Sokolov,1 025,503,503,37,6,39,12,44,6,3,9,2,0,44,1,14,183,1,16,2,0,5,73,3
560286, Sokolov, Obec: Sokolov,1 013,515,515,35,9,51,13,47,5,6,13,0,1,47,0,12,174,1,4,4,1,1,87,2
560286, Sokolov, Obec: Sokolov,1 093,488,488,21,10,45,12,58,4,9,9,0,1,30,0,10,195,0,4,5,3,1,61,6
560286, Sokolov, Obec: Sokolov,1 453,799,799,59,21,79,40,60,18,6,12,1,2,90,2,31,230,6,13,6,0,1,112,2
560286, Sokolov, Obec: Sokolov,1 188,609,609,30,10,46,13,60,10,5,9,0,0,49,1,9,248,0,5,9,1,3,89,8
560286, Sokolov, Obec: Sokolov,1 139,581,581,53,11,46,28,52,12,5,15,2,1,60,1,10,194,0,5,6,1,2,71,4
560286, Sokolov, Obec: Sokolov,716,393,393,29,11,32,20,45,3,0,4,0,0,26,0,7,156,2,3,3,1,2,45,1
560286, Sokolov, Obec: Sokolov,986,516,516,41,6,38,17,48,3,4,13,0,1,43,0,17,201,3,11,5,1,3,56,2
560286, Sokolov, Obec: Sokolov,1 155,605,605,31,6,57,33,66,7,1,7,1,2,36,0,16,235,0,8,10,3,1,75,9
560286, Sokolov, Obec: Sokolov,1 139,581,581,53,11,46,28,52,12,5,15,2,1,60,1,10,194,0,5,6,1,2,71,4
560286, Sokolov, Obec: Sokolov,716,393,393,29,11,32,20,45,3,0,4,0,0,26,0,7,156,2,3,3,1,2,45,1
560286, Sokolov, Obec: Sokolov,986,516,516,41,6,38,17,48,3,4,13,0,1,43,0,17,201,3,11,5,1,3,56,2
560286, Sokolov, Obec: Sokolov,1 155,605,605,31,6,57,33,66,7,1,7,1,2,36,0,16,235,0,8,10,3,1,75,9
560642, Sokolov, Obec: Staré Sedlo,421,"60,93",418,40,5,25,13,33,8,6,4,1,0,30,0,11,180,0,9,3,0,0,50,0
560651, Sokolov, Obec: Stříbrná,207,"53,91",204,7,0,15,8,9,2,9,3,0,0,11,1,4,84,1,1,0,1,0,47,1
538434, Sokolov, Obec: Svatava,748,"55,00",745,57,14,45,27,86,6,7,11,4,0,73,2,23,249,4,23,5,2,2,91,14
538396, Sokolov, Obec: Šabina,165,"64,71",163,39,2,5,8,13,1,1,2,0,0,11,0,3,54,2,1,5,0,0,16,0
560677, Sokolov, Obec: Šindelová,157,"58,15",157,10,0,25,6,4,2,2,2,0,0,11,0,3,67,1,1,1,1,1,20,0
538663, Sokolov, Obec: Tatrovice,77,"54,61",75,3,1,3,3,3,0,2,0,0,0,3,0,2,36,0,0,1,1,2,15,0
579360, Sokolov, Obec: Těšovice,129,"69,73",129,8,3,4,6,7,0,1,0,0,0,10,0,5,59,0,5,2,0,1,17,1
560685, Sokolov, Obec: Vintířov,386,"42,65",378,11,1,48,19,26,5,7,2,0,0,21,0,4,166,6,3,3,0,3,52,1
560707, Sokolov, Obec: Vřesová,74,"22,16",72,1,1,1,2,9,2,2,0,0,1,5,1,3,20,0,2,1,0,0,19,2
